USE_LICENSE_URL,COLLECTOR_ID,GUID,SCIENTIFIC_NAME,GENUS,SPECIES,COLLECTORS,CONTINENT_OCEAN,COUNTRY,STATE_PROV,COUNTY,MIN_ELEV_IN_M,MAX_ELEV_IN_M,MINIMUM_ELEVATION,MAXIMUM_ELEVATION,ELEV_IN_M,DEPTH_IN_M,SPEC_LOCALITY,LOCALITY_REMARKS,VERBATIM_LOCALITY,VERBATIM_DATE,DAY_COLLECTED,MONTH_COLLECTED,YEAR_COLLECTED,VERBATIM_COORDINATES,ORIG_LAT_LONG_UNITS,DEC_LAT,DEC_LONG,COORDINATEUNCERTAINTYINMETERS,DATUM,FORMATTED_SCIENTIFIC_NAME,COLL_EVENT_REMARKS,ASSOCIATED_SPECIES,AGE,AGE_CLASS,BODY_CONDITION,BODY_WIDTH,CALCAR_LENGTH,DESCRIPTION,DIMENSIONS,EAR_FROM_NOTCH,EAR_LENGTH_MM,EMBRYO_WEIGHT,HEAD_LENGTH,HEAD_WIDTH,HEIGHT,HIND_FOOT_WITH_CLAW,HIND_FOOT_LENGTH_MM,HIND_LIMB_LENGTH,LEFT_GONAD_LENGTH,LEFT_GONAD_WIDTH,MAXIMUM_STANDARD_LENGTH,MAXIMUM_TOTAL_LENGTH,MINIMUM_STANDARD_LENGTH,MINIMUM_TOTAL_LENGTH,REPRODUCTIVE_DATA,REPRODUCTIVE_STATUS,RIGHT_GONAD_LENGTH,RIGHT_GONAD_WIDTH,SEX,STANDARD_LENGTH,TAIL_BASE_WIDTH,TAIL_CONDITION,TAIL_LENGTH,TAIL_LENGTH_MM,TOTAL_LENGTH,TOTAL_LENGTH_MM,VERBATIM_COLLECTOR,WEIGHT,BODY_WEIGHT_G,BODY_LENGTH_MM,NOTES
http://creativecommons.org/licenses/by/3.0/; http://mvz.berkeley.edu/mvzdata_terms,,MVZ:Mamm:233004,Mus musculus,Mus,Mus musculus,Felipe Martins; Taichi Suzuki,South America,Bolivia,La Paz,,3845,3845,3845,3845,3845-3845,,"House, shore of Lake Titicaca",,"Bolivia, La Paz, Lake Titikaka shore, house, 16° 19.957', 68° 49.499', 3845m",4-Sep-14,4,9,2014,0.237306511,decimal degrees,-16.33261667,-68.82498333,100,unknown,"<i>Mus musculus</i> Linnaeus, 1758",,,,,,,,,,12.8 mm,12.8,,,,,17.7 mm,17.7,,,,,,,,testis 6.5x3mm,,,,male,,,,78 mm,78,163 mm,163,,13.8 g,13.8,85,
http://creativecommons.org/licenses/by/3.0/; http://mvz.berkeley.edu/mvzdata_terms,TAS021,MVZ:Mamm:230575,Mus musculus,Mus,Mus musculus,Taichi Suzuki,North America,United States,Utah,Washington County,860,860,2823,2823,860-860,,Near 1125 W. 1130 North,Horse barn,United States; Utah; Washington Co.; Near 1125 W. 1130 North; Horse barn; 37° 07.673'; 113° 36.399'; 2823ft,6/12/12,12,6,2012,37.1278833333/-113.60665,decimal degrees,37.12788333,-113.60665,,unknown,"<i>Mus musculus</i> Linnaeus, 1758",,,,adult,,,,,,14 mm,14,,,,,18 mm,18,,,,,,,,"pregnant (embryos R2, L2)",pregnant,,,female,,,,78 mm,78,163.5 mm,163.5,,16.8 g,16.8,85.5,
http://creativecommons.org/licenses/by/3.0/; http://mvz.berkeley.edu/mvzdata_terms,TAS198,MVZ:Mamm:230532,Mus musculus,Mus,Mus musculus,Taichi Suzuki,North America,United States,Arizona,Pima County,680,680,2232,2232,680-680,,4743 N Hwy Drive,Feed store,United States; Arizona; Pima Co.; 4743 N Hwy Dr.; Feed store; 32° 17.551'; 111° 01.578'; 2232ft,9/19/12,19,9,2012,32.2925166667/-111.0263,decimal degrees,32.29251667,-111.0263,,unknown,"<i>Mus musculus</i> Linnaeus, 1758",,,,subadult,,,,,,14 mm,14,,,,,19 mm,19,,,,,,,,testes (8.0x4.0mm),,,,male,,,,85 mm,85,170.5 mm,170.5,,11.4 g,11.4,85.5,
http://creativecommons.org/licenses/by/3.0/; http://mvz.berkeley.edu/mvzdata_terms,TAS066,MVZ:Mamm:230546,Mus musculus,Mus,Mus musculus,Taichi Suzuki,North America,United States,Montana,Missoula County,886,886,2906,2906,886-886,,10450 El. Toro Ln.,Horse barn,United States; Montana; Missoula Co.; 10450 El. Toro Ln.; Horse barn; 46° 58.284'; 114° 07.613'; 3239ft,7/2/12,2,7,2012,46.9714/-114.1268833333,decimal degrees,46.9714,-114.1268833,,unknown,"<i>Mus musculus</i> Linnaeus, 1758",,,,adult,,,,,,14.6 mm,14.6,,,,,20 mm,20,,,,,,,,testes abdominal (7.0x4.5mm),,,,male,,,,88.5 mm,88.5,174 mm,174,,14 g,14,85.5,
http://creativecommons.org/licenses/by/3.0/; http://mvz.berkeley.edu/mvzdata_terms,TAS063,MVZ:Mamm:230545,Mus musculus,Mus,Mus musculus,Taichi Suzuki,North America,United States,Montana,Missoula County,886,886,2906,2906,886-886,,"Ronan, 36272 Road Butte Road","Westland Seed Inc., hay stack","United States; Montana; Missoula Co.; Ronan, 36272 Road Butte Road; Westland Seed Inc., hay stack; 47° 31.796'; 114° 07.094'; 2906ft",6/27/12,27,6,2012,47.5299333333/-114.1182333333,decimal degrees,47.52993333,-114.1182333,,unknown,"<i>Mus musculus</i> Linnaeus, 1758",,,,adult,,,,,,15.5 mm,15.5,,,,,18.2 mm,18.2,,,,,,,,nulliparous,,,,female,,,,71.5 mm,71.5,157.5 mm,157.5,,15.5 g,15.5,86,
http://creativecommons.org/licenses/by/3.0/; http://mvz.berkeley.edu/mvzdata_terms,,MVZ:Mamm:233022,Mus musculus,Mus,Mus musculus,Felipe Martins; Taichi Suzuki,South America,Bolivia,La Paz,,3607,3607,3607,3607,3607-3607,,Potato storage SW Cota Cota,,"South America, Bolivia, La Paz, Potato storage SW Cota Cota",8/15/14,15,8,2014,0.243414932,decimal degrees,-16.58405,-68.13078333,100,unknown,"<i>Mus musculus</i> Linnaeus, 1758",,,,,,,,,,14.5 mm,14.5,,,,,19 mm,19,,,,,,,,parous,,,,female,,,,86 mm,86,172 mm,172,,16.3 g,16.3,86,
http://creativecommons.org/licenses/by/3.0/; http://mvz.berkeley.edu/mvzdata_terms,FMM281,MVZ:Mamm:231341,Mus musculus,Mus,Mus musculus,Felipe Martins,South America,Brazil,Distrito Federal,,1264,1264,4147,4147,1264-1264,,Brasilia,farm,"Brazil; Distrito Federal; Brasília; ; farm; S 15 °38' 35.87"" ; 47° 54' 57.02""; 4147ft",9/22/13,22,9,2013,0.326431431,decimal degrees,-15.63916667,-47.9095,,unknown,"<i>Mus musculus</i> Linnaeus, 1758",,,,,,,,,,12 mm,12,,,,,18 mm,18,,,,,,,,parous,,,,female,,,,73 mm,73,159 mm,159,,14 g,14,86,
http://creativecommons.org/licenses/by/3.0/; http://mvz.berkeley.edu/mvzdata_terms,MPR146,MVZ:Mamm:230633,Mus musculus,Mus,Mus musculus,Megan Phifer-Rixey,North America,United States,Pennsylvania,Northampton County,64,64,64,64,64-64,,"580 Riverwoods Way, Bethlehem",,"North America, United States, Pennsylvania, Northampton County, 580 Riverwoods Way, Bethlehem",7/28/12,28,7,2012,40.618763/-75.36362,decimal degrees,40.618763,-75.36362,,unknown,"<i>Mus musculus</i> Linnaeus, 1758",,,,,,,,,,15 mm,15,,,,,19 mm,19,,,,,,,,parous,,,,female,,,,77 mm,77,163 mm,163,,13.13 g,13.13,86,
http://creativecommons.org/licenses/by/3.0/; http://mvz.berkeley.edu/mvzdata_terms,TAS023,MVZ:Mamm:230576,Mus musculus,Mus,Mus musculus,Taichi Suzuki,North America,United States,Utah,Washington County,860,860,2823,2823,860-860,,Near 1125 W. 1130 North,Horse barn,United States; Utah; Washington Co.; Near 1125 W. 1130 North; Horse barn; 37° 07.673'; 113° 36.399'; 2823ft,6/12/12,12,6,2012,37.1278833333/-113.60665,decimal degrees,37.12788333,-113.60665,,unknown,"<i>Mus musculus</i> Linnaeus, 1758",,,,adult,,,,,,14.5 mm,14.5,,,,,18 mm,18,,,,,,,,"parous (total placental scars R3, L2. But R2, L1 are yellow colored. R1, L1 are black colored).",,,,female,,,,79 mm,79,165 mm,165,,14.3 g,14.3,86,
http://creativecommons.org/licenses/by/3.0/; http://mvz.berkeley.edu/mvzdata_terms,TAS040,MVZ:Mamm:230556,Mus musculus,Mus,Mus musculus,Taichi Suzuki,North America,United States,Utah,Utah County,1383,1383,4538,4538,1383-1383,,"American Fork, 7905 N. 9150 West",Horse barn,"United States; Utah; Utah Co.; American Fork, 7905 N. 9150 West; Horse barn; 40° 22.479'; 111° 52.646'; 4538ft",6/18/12,18,6,2012,40.37465/-111.8774333333,decimal degrees,40.37465,-111.8774333,,unknown,"<i>Mus musculus</i> Linnaeus, 1758",,,,adult,,,,,,13.6 mm,13.6,,,,,18.5 mm,18.5,,,,,,,,"parous placental scars (R1, L0)",,,,female,,,,86 mm,86,172 mm,172,,16.6 g,16.6,86,
http://creativecommons.org/licenses/by/3.0/; http://mvz.berkeley.edu/mvzdata_terms,TAS592,MVZ:Mamm:233029,Mus musculus,Mus,Mus musculus,Felipe Martins; Taichi Suzuki,South America,Bolivia,Santa Cruz,,409,409,409,409,409-409,,Rice storage N of Santa Cruz de la Sierra,,"South America, Bolivia, Santa Cruz, Rice storage N of Santa Cruz de la Sierra",8/26/14,26,8,2014,0.280749496,decimal degrees,-17.73483333,-63.1696,100,unknown,"<i>Mus musculus</i> Linnaeus, 1758",,,,,,,,,,12.5 mm,12.5,,,,,18.4 mm,18.4,,,,,,,,"parous, placental scars 3R 4L",,,,female,,,,82 mm,82,168 mm,168,,14.2 g,14.2,86,
http://creativecommons.org/licenses/by/3.0/; http://mvz.berkeley.edu/mvzdata_terms,,MVZ:Mamm:232982,Mus musculus,Mus,Mus musculus,Felipe Martins; Taichi Suzuki,South America,Bolivia,Cochabamba,,2753,2753,2753,2753,2753-2753,,Chicken farm S of Cochabamba,,"South America, Bolivia, Cochabamba, Chicken farm S of Cochabamba",8/22/14,22,8,2014,0.266071024,decimal degrees,-17.57848333,-66.06688333,100,unknown,"<i>Mus musculus</i> Linnaeus, 1758",,,,,,,,,,15 mm,15,,,,,18.5 mm,18.5,,,,,,,,pregnant,pregnant,,,female,,,,86 mm,86,172 mm,172,,15.8 g,15.8,86,
http://creativecommons.org/licenses/by/3.0/; http://mvz.berkeley.edu/mvzdata_terms,,MVZ:Mamm:230338,Mus musculus,Mus,Mus musculus,Felipe Martins,South America,Ecuador,Cotopaxi,,2867,2867,9405,9405,2867-2867,,"Cornmill, Alaques, Latacunga",,Ecuador; Provincia Cotopaxi; Latacunga; Alaques; S 00° 51.799'; 78° 36.714'; 9405ft,11/15/12,15,11,2012,0.01098201,decimal degrees,-0.863316667,-78.6119,,World Geodetic System 1984,"<i>Mus musculus</i> Linnaeus, 1758",,,,adult,,,,,,10 mm,10,,,,,18 mm,18,,,,,,,,"pregnant, embryos 4R 2L",pregnant,,,female,,,,82 mm,82,168 mm,168,,13.5 g,13.5,86,
http://creativecommons.org/licenses/by/3.0/; http://mvz.berkeley.edu/mvzdata_terms,FMM137,MVZ:Mamm:231417,Mus musculus,Mus,Mus musculus,Felipe Martins,South America,Argentina,Chubut,,4,4,13,13,4-Apr,,"Gaiman, La Angostura",Agronomy school,"Argentina; Chubut; Gaiman; La Angostura; Agronomy school; S 43 °19'57.9"" ; 65° 28'28.3""; 13ft",3/6/13,6,3,2013,0.661757818,decimal degrees,-43.32616667,-65.47133333,,unknown,"<i>Mus musculus</i> Linnaeus, 1758",,,,,,,,,,15 mm,15,,,,,18 mm,18,,,,,,,,abdominal,,,,male,,,,84 mm,84,170 mm,170,,15 g,15,86,
http://creativecommons.org/licenses/by/3.0/; http://mvz.berkeley.edu/mvzdata_terms,FMM065,MVZ:Mamm:230358,Mus musculus,Mus,Mus musculus,Felipe Martins,South America,Ecuador,Manabi,,4,4,13,13,4-Apr,,"Grainerie, Calceta, Portoviejo",,"South America, Ecuador, Manabi, Grainerie, Calceta, Portoviejo, S 00° 50.991'; 80° 09.382', 13ft",11/30/12,30,11,2012,0.010602402,decimal degrees,-0.84985,-80.15636667,,World Geodetic System 1984,"<i>Mus musculus</i> Linnaeus, 1758",,,,adult,,,,,,12 mm,12,,,,,17 mm,17,,,,,,,,"testes abdominal, 7x3mm",,,,male,,,,70 mm,70,156 mm,156,,12.5 g,12.5,86,
http://creativecommons.org/licenses/by/3.0/; http://mvz.berkeley.edu/mvzdata_terms,MPR141,MVZ:Mamm:230648,Mus musculus,Mus,Mus musculus,Megan Phifer-Rixey,North America,United States,Vermont,Orange County,156,156,156,156,156-156,,Fairlee,,"North America, United States, Vermont, Orange County, Fairlee",7/25/12,25,7,2012,43.95075/-72.11753,decimal degrees,43.95075,-72.12301,100,unknown,"<i>Mus musculus</i> Linnaeus, 1758",,,,,,,,,,14 mm,14,,,,,18 mm,18,,,,,,,,"testes scrotal, 6mm",,,,male,,,,60 mm,60,146 mm,146,,19.5 g,19.5,86,
http://creativecommons.org/licenses/by/3.0/; http://mvz.berkeley.edu/mvzdata_terms,MPR162,MVZ:Mamm:230645,Mus musculus,Mus,Mus musculus,Megan Phifer-Rixey,North America,United States,Virginia,Henrico County,47,47,47,47,47-47,,SSE intersection Osborne Turnpike and New Market Rd.,,"North America, United States, Virginia, Henrico County, SSE intersection Osborne Turnpike and New Market Rd.",8/11/12,11,8,2012,37.48763/-77.40208,decimal degrees,37.48763,-77.40208,,unknown,"<i>Mus musculus</i> Linnaeus, 1758",,,,,,,,,,14 mm,14,,,,,19 mm,19,,,,,,,,"testes scrotal, L=7mm",,,,male,,,,91 mm,91,177 mm,177,,17.25 g,17.25,86,
http://creativecommons.org/licenses/by/3.0/; http://mvz.berkeley.edu/mvzdata_terms,MPR138,MVZ:Mamm:230622,Mus musculus,Mus,Mus musculus,Megan Phifer-Rixey,North America,United States,New Hampshire,Grafton County,175,175,175,175,175-175,,Piermont,,"North America, United States, New Hampshire, Grafton County, Piermont",7/18/12,18,7,2012,43.97192/-72.08463,decimal degrees,43.97192,-72.08463,,unknown,"<i>Mus musculus</i> Linnaeus, 1758",,,,,,,,,,14.5 mm,14.5,,,,,18.5 mm,18.5,,,,,,,,"testes scrotal, L=7mm",,,,male,,,,82 mm,82,168 mm,168,,14.75 g,14.75,86,
http://creativecommons.org/licenses/by/3.0/; http://mvz.berkeley.edu/mvzdata_terms,FMM155,MVZ:Mamm:231357,Mus musculus,Mus,Mus musculus,Felipe Martins,South America,Brazil,Parana,,585,585,1918,1918,585-585,,Maringa,Bird breeder supply store,"Brazil; Paraná; Maringá; ; Bird breeder supply store; S 23 °25' 51.7"" ; 51° 58' 18.8""; 1918ft",5/22/13,22,5,2013,0.45074691,decimal degrees,-23.42516667,-51.96966667,,unknown,"<i>Mus musculus</i> Linnaeus, 1758",,,,,,,,,,13 mm,13,,,,,18 mm,18,,,,,,,,testes scrotal; testis (7x3mm),,,,male,,,,84 mm,84,170 mm,170,,14.75 g,14.75,86,
http://creativecommons.org/licenses/by/3.0/; http://mvz.berkeley.edu/mvzdata_terms,TAS194,MVZ:Mamm:230525,Mus musculus,Mus,Mus musculus,Taichi Suzuki,North America,United States,Arizona,Pima County,690,690,2264,2264,690-690,,2509 W. Zinnia Ave,Pet Motel,United States; Arizona; Pima Co.; 2509 W. Zinnia Ave; Pet Motel; 32° 17.433'; 111° 01.248'; 2264ft,9/19/12,19,9,2012,32.29055/-111.0208,decimal degrees,32.29055,-111.0208,,unknown,"<i>Mus musculus</i> Linnaeus, 1758",,,,adult,,,,,,14.4 mm,14.4,,,,,18.4 mm,18.4,,,,,,,,testes (7.0x5.0mm),,,,male,,,,89 mm,89,175.1 mm,175.1,,14.4 g,14.4,86.1,
http://creativecommons.org/licenses/by/3.0/; http://mvz.berkeley.edu/mvzdata_terms,TAS072,MVZ:Mamm:230460,Mus musculus,Mus,Mus musculus,Taichi Suzuki,North America,Canada,Alberta,Leduc County,699,699,2294,2294,699-699,,"Range Road 245A and west of 34th Ave, Calmar",CFCW farm,"Canada; Alberta; Leduc Co.; Range Road 245A and west of 34th Ave, Calmar; CFCW farm; 53° 22.789'; 113° 31.642'; 2294ft",7/19/12,19,7,2012,53.3798166667/-113.5273666667,decimal degrees,53.37981667,-113.5273667,,unknown,"<i>Mus musculus</i> Linnaeus, 1758",,,,adult,,,,,,13.6 mm,13.6,,,,,20.5 mm,20.5,,,,,,,,nulliparous,,,,female,,,,84 mm,84,170.5 mm,170.5,,13.6 g,13.6,86.5,
http://creativecommons.org/licenses/by/3.0/; http://mvz.berkeley.edu/mvzdata_terms,,MVZ:Mamm:232997,Mus musculus,Mus,Mus musculus,Felipe Martins; Taichi Suzuki,South America,Bolivia,La Paz,,3388,3388,3388,3388,3388-3388,,Cota Cota UMSA campus,,"South America, Bolivia, La Paz, Cota Cota UMSA campus",8/10/14,10,8,2014,-0.242967637,decimal degrees,-16.53905,-68.071,100,unknown,"<i>Mus musculus</i> Linnaeus, 1758",,,,adult,,,,,,14.5 mm,14.5,,,,,19.4 mm,19.4,,,,,,,,,,,,female,,,,89.5 mm,89.5,176 mm,176,,17 g,17,86.5,
http://creativecommons.org/licenses/by/3.0/; http://mvz.berkeley.edu/mvzdata_terms,TAS132,MVZ:Mamm:230482,Mus musculus,Mus,Mus musculus,Taichi Suzuki,North America,Canada,Alberta,Parkland County,708,708,2323,2323,708-708,,"On Range Rd. 275 and between Township Rd. 513 and 512, Carvel",sheep farm,"Canada; Alberta; Parkland Co.; On Range Rd. 275 and between Township Rd. 513 and 512, Carvel; Sheep farm; 53° 23.971'; 113° 57.579'; 2323ft",8/2/12,2,8,2012,53.3995166667/-113.95965,decimal degrees,53.39951667,-113.95965,,unknown,"<i>Mus musculus</i> Linnaeus, 1758",,,,adult,,,,,,14 mm,14,,,,,19.5 mm,19.5,,,,,,,,,,,,female,,,,81 mm,81,167.5 mm,167.5,,15.8 g,15.8,86.5,
http://creativecommons.org/licenses/by/3.0/; http://mvz.berkeley.edu/mvzdata_terms,,MVZ:Mamm:233003,Mus musculus,Mus,Mus musculus,Felipe Martins; Taichi Suzuki,South America,Bolivia,La Paz,,3855,3855,3855,3855,3855-3855,,house on shore of Lake Titicaca,,"Bolivia, La Paz, Lake Titikaka shore, house, 16° 10.296', 68° 49.701', 3855m",4-Sep-14,4,9,2014,0.234955509,decimal degrees,-16.1716,-68.82835,100,unknown,"<i>Mus musculus</i> Linnaeus, 1758",,,,,,,,,,14.3 mm,14.3,,,,,18 mm,18,,,,,,,,"embs: 2R, 3L; CR: 3mm",pregnant,,,female,,,,85 mm,85,172 mm,172,,15.8 g,15.8,87,
http://creativecommons.org/licenses/by/3.0/; http://mvz.berkeley.edu/mvzdata_terms,FMM292,MVZ:Mamm:231347,Mus musculus,Mus,Mus musculus,Felipe Martins,South America,Brazil,Distrito Federal,,1229,1229,4032,4032,1229-1229,,Brasilia,small market,"Brazil; Distrito Federal; Brasília; ; small market; S 15 °36' 15.9"" ; 47° 58' 08.03""; 4032ft",9/24/13,24,9,2013,15.6025/47.968,decimal degrees,-15.6025,-47.968,,unknown,"<i>Mus musculus</i> Linnaeus, 1758",,,,,,,,,,15 mm,15,,,,,16 mm,16,,,,,,,,parous,,,,female,,,,65 mm,65,152 mm,152,,10.5 g,10.5,87,
http://creativecommons.org/licenses/by/3.0/; http://mvz.berkeley.edu/mvzdata_terms,FMM271,MVZ:Mamm:231385,Mus musculus,Mus,Mus musculus,Felipe Martins,South America,Brazil,Rondonia,,77,77,253,253,77-77,,Porto Velho,Bairro Cascalheiras; residence,"Brazil; Rondônia; Porto Velho; Bairro Cascalheiras; residence; S 08 °45' 52.2"" ; 63° 50' 23.2""; 253ft",9/17/13,17,9,2013,0.137203249,decimal degrees,-8.7645,-63.83972222,,unknown,"<i>Mus musculus</i> Linnaeus, 1758",,,,,,,,,,16 mm,16,,,,,17 mm,17,,,,,,,,parous,,,,female,,,,84 mm,84,171 mm,171,,12.25 g,12.25,87,
http://creativecommons.org/licenses/by/3.0/; http://mvz.berkeley.edu/mvzdata_terms,MPR171,MVZ:Mamm:230795,Mus musculus,Mus,Mus musculus,Megan Phifer-Rixey,North America,United States,Arizona,Pima County,642,642,642,642,642-642,,"Arizona Feeds Country Store, on N. Highway Dr. near Ruthrauff Rd., Tucson",,"Arozona Feeds Country Store, on Highway Rd near Ruthrauft Rd., Tuscon, Pima County, Arizona, United States",7-Aug-12,7,8,2012,32.29215/-111.026311,decimal degrees,32.29215,-111.026311,,World Geodetic System 1984,"<i>Mus musculus</i> Linnaeus, 1758",,,,,,,,,,14 mm,14,,,,,18.5 mm,18.5,,,,,,,,parous,,,,female,,,,86 mm,86,173 mm,173,,17.25 g,17.25,87,
http://creativecommons.org/licenses/by/3.0/; http://mvz.berkeley.edu/mvzdata_terms,FMM129,MVZ:Mamm:231429,Mus musculus,Mus,Mus musculus,Felipe Martins,South America,Argentina,Tierra del Fuego,,26,26,85,85,26-26,,Ushuaia,road to the city dump. Trout ranch,Argentina; Tierra del Fuego; Ushuaia; road to the city dump; trout ranch; S 54 °47.834' ; 68° 13.756'; 85ft,2/25/13,25,2,2013,0.803133846,decimal degrees,-54.79723333,-68.22926667,,unknown,"<i>Mus musculus</i> Linnaeus, 1758",,,,,,,,,,14 mm,14,,,,,19 mm,19,,,,,,,,pregnant (4x4),pregnant,,,female,,,,80 mm,80,167 mm,167,,13 g,13,87,
http://creativecommons.org/licenses/by/3.0/; http://mvz.berkeley.edu/mvzdata_terms,,MVZ:Mamm:230547,Mus musculus,Mus,Mus musculus,Taichi Suzuki,North America,United States,Montana,Missoula County,886,886,2906,2906,886-886,,10450 El. Toro Ln.,Horse barn,United States; Montana; Missoula Co.; 10450 El. Toro Ln.; Horse barn; 46° 58.284'; 114° 07.613'; 3239ft,7/2/12,2,7,2012,46.9714/-114.1268833333,decimal degrees,46.9714,-114.1268833,,unknown,"<i>Mus musculus</i> Linnaeus, 1758",,,,adult,,,,,,15.2 mm,15.2,,,,,19.2 mm,19.2,,,,,,,,"pregnant (embryos R2, L4, 4.0mm)",pregnant,,,female,,,,85 mm,85,172 mm,172,,15.6 g,15.6,87,
http://creativecommons.org/licenses/by/3.0/; http://mvz.berkeley.edu/mvzdata_terms,TAS145,MVZ:Mamm:230480,Mus musculus,Mus,Mus musculus,Taichi Suzuki,North America,Canada,Alberta,Parkland County,708,708,2323,2323,708-708,,"On Range Rd. 275 and between Township Rd. 513 and 512, Carvel",sheep farm,"Canada; Alberta; Parkland Co.; On Range Rd. 275 and between Township Rd. 513 and 512, Carvel; Sheep farm; 53° 23.971'; 113° 57.579'; 2323ft",8/3/12,3,8,2012,53.3995166667/-113.95965,decimal degrees,53.39951667,-113.95965,,unknown,"<i>Mus musculus</i> Linnaeus, 1758",,,,adult,,,,,,14.8 mm,14.8,,,,,19.1 mm,19.1,,,,,,,,,,,,female,,,,81 mm,81,168 mm,168,,17 g,17,87,
http://creativecommons.org/licenses/by/3.0/; http://mvz.berkeley.edu/mvzdata_terms,TAS073,MVZ:Mamm:230454,Mus musculus,Mus,Mus musculus,Taichi Suzuki,North America,Canada,Alberta,Leduc County,732,732,2403,2403,732-732,,4101 9th Avenue SW; South of Edmonton,,Canada; Alberta; Leduc Co.; 4101 9 Avenue SW; ; 53° 25.466'; 113° 24.259'; 2403ft,7/19/12,19,7,2012,53.4244333333/-113.4043166667,decimal degrees,53.42443333,-113.4043167,,unknown,"<i>Mus musculus</i> Linnaeus, 1758",,,,adult,,,,,,18.5 mm,18.5,,,,,16 mm,16,,,,,,,,,,,,female,,,,69 mm,69,156 mm,156,,21.0 g,21.0,87,
http://creativecommons.org/licenses/by/3.0/; http://mvz.berkeley.edu/mvzdata_terms,MPR147,MVZ:Mamm:230627,Mus musculus,Mus,Mus musculus,Megan Phifer-Rixey,North America,United States,Pennsylvania,Bucks County,115,115,115,115,115-115,,Coopersburg,,"North America, United States, Pennsylvania, Bucks County, Coopersburg",7/30/12,30,7,2012,40.50319/-75.3174,decimal degrees,40.50319,-75.3174,,unknown,"<i>Mus musculus</i> Linnaeus, 1758",,,,,,,,,,14 mm,14,,,,,19 mm,19,,,,,,,,"testes scrotal, L=8mm",,,,male,,,,85 mm,85,172 mm,172,,16 g,16,87,
http://creativecommons.org/licenses/by/3.0/; http://mvz.berkeley.edu/mvzdata_terms,,MVZ:Mamm:232998,Mus musculus,Mus,Mus musculus,Felipe Martins; Taichi Suzuki,South America,Bolivia,La Paz,,3866,3866,3866,3866,3866-3866,,east of Cota Cota,"includes a food store, school, and donkey hay stack at these coordinates","South America, Bolivia, La Paz, east of Cota Cota",8/12/14,12,8,2014,0.243258434,decimal degrees,-16.54768333,-68.02511667,100,unknown,"<i>Mus musculus</i> Linnaeus, 1758",,,,adult,,,,,,14 mm,14,,,,,19.1 mm,19.1,,,,,,,,testis 6x3mm,,,,male,,,,89 mm,89,176 mm,176,,14.6 g,14.6,87,
http://creativecommons.org/licenses/by/3.0/; http://mvz.berkeley.edu/mvzdata_terms,TAS202,MVZ:Mamm:230530,Mus musculus,Mus,Mus musculus,Taichi Suzuki,North America,United States,Arizona,Pima County,802,802,2632,2632,802-802,,4517 W Valencia Rd.,"House (Chicken, cat, dog)","United States; Arizona; Pima Co.; 4517 W Valencia Rd; House (Chicken, cat, dog); 32° 07.955'; 111° 03.692'; 2632ft",9/19/12,19,9,2012,32.1325833333/-111.0615333333,decimal degrees,32.13258333,-111.0615333,,unknown,"<i>Mus musculus</i> Linnaeus, 1758",,,,adult,,,,,,14.7 mm,14.7,,,,,18.4 mm,18.4,,,,,,,,"parous (placental scars R6, L2, color black)",,,,female,,,,88 mm,88,175.5 mm,175.5,,15.9 g,15.9,87.5,
http://creativecommons.org/licenses/by/3.0/; http://mvz.berkeley.edu/mvzdata_terms,TAS055,MVZ:Mamm:230548,Mus musculus,Mus,Mus musculus,Taichi Suzuki,North America,United States,Montana,Missoula County,986,986,3234,3234,986-986,,Fort Missoula Road,"Field Research Station, bird cage","North America, United States, Montana, Missoula County, Fort Missoula Road",6/26/12,26,6,2012,46.8577166667/-113.9860833333,decimal degrees,46.85771667,-113.9860833,,unknown,"<i>Mus musculus</i> Linnaeus, 1758",,,,adult,,,,,,13.5 mm,13.5,,,,,18.5 mm,18.5,,,,,,,,"testes scrotal, 7.8 x 6.0 mm",,,,male,,,,79 mm,79,166.5 mm,166.5,,18.5 g,18.5,87.5,
http://creativecommons.org/licenses/by/3.0/; http://mvz.berkeley.edu/mvzdata_terms,MPR144,MVZ:Mamm:230651,Mus musculus,Mus,Mus musculus,Megan Phifer-Rixey,North America,United States,Vermont,Orange County,120,120,120,120,120-120,,Newbury,,"North America, United States, Vermont, Orange County, Newbury",7/26/12,26,7,2012,44.12806/-72.04328,decimal degrees,44.12806,-72.04328,,unknown,"<i>Mus musculus</i> Linnaeus, 1758",,,,,,,,,,14 mm,14,,,,,18.5 mm,18.5,,,,,,,,"testes scrotal, length=9mm",,,,male,,,,82.5 mm,82.5,170 mm,170,,18.25 g,18.25,87.5,
http://creativecommons.org/licenses/by/3.0/; http://mvz.berkeley.edu/mvzdata_terms,FMM126,MVZ:Mamm:231426,Mus musculus,Mus,Mus musculus,Felipe Martins,South America,Argentina,Tierra del Fuego,,95,95,313,313,95-95,,"Ushuaia, Barrio Andorra",rabbit farm,Argentina; Tierra del Fuego; Ushuaia; Barrio Andorra; rabbit farm; S 54 °47.153' ; 68° 16.534'; 313ft,2/14/13,14,2,2013,0.802422975,decimal degrees,-54.78588333,-68.27556667,,unknown,"<i>Mus musculus</i> Linnaeus, 1758",,,,,,,,,,12 mm,12,,,,,17 mm,17,,,,,,,,nulliparous,,,,female,,,,77 mm,77,165 mm,165,,12.25 g,12.25,88,
