"","Age_days","Age_weeks","Age_category","Population","Generation","Line","Mouse_ID","Sex","Environment","Body_Weight_g","Tail_Length_mm","PopEnv"
"665",46,6.571428571,"na","NewYork","N12","SARA","19x13_NY25","Female","Warm",12.86,68.5,"New York - Warm"
"666",54,7.714285714,"na","NewYork","N12","SARA","19x13_NY25","Female","Warm",13.12,68.5,"New York - Warm"
"667",75,10.71428571,"endexp","NewYork","N12","SARA","19x13_NY25","Female","Warm",14.08,70.5,"New York - Warm"
"668",25,3.571428571,"startexp","NewYork","N12","SARA","19x13_NY26","Male","Cold",10.61,65,"New York - Cold"
"669",34,4.857142857,"na","NewYork","N12","SARA","19x13_NY26","Male","Cold",12.99,68,"New York - Cold"
"670",40,5.714285714,"na","NewYork","N12","SARA","19x13_NY26","Male","Cold",13.82,69,"New York - Cold"
"671",46,6.571428571,"na","NewYork","N12","SARA","19x13_NY26","Male","Cold",14.65,70.5,"New York - Cold"
"672",54,7.714285714,"na","NewYork","N12","SARA","19x13_NY26","Male","Cold",14.98,72,"New York - Cold"
"673",73,10.42857143,"endexp","NewYork","N12","SARA","19x13_NY26","Male","Cold",17.3,73,"New York - Cold"
"674",25,3.571428571,"startexp","NewYork","N12","SARA","19x13_NY32","Male","Cold",9.63,60.5,"New York - Cold"
"675",32,4.571428571,"na","NewYork","N12","SARA","19x13_NY32","Male","Cold",13.56,67,"New York - Cold"
"676",45,6.428571429,"na","NewYork","N12","SARA","19x13_NY32","Male","Cold",17.52,NA,"New York - Cold"
"677",82,11.71428571,"endexp","NewYork","N12","SARA","19x13_NY32","Male","Cold",17.44,73,"New York - Cold"
"678",25,3.571428571,"startexp","NewYork","N12","SARA","19x13_NY33","Female","Warm",10.62,61,"New York - Warm"
"679",32,4.571428571,"na","NewYork","N12","SARA","19x13_NY33","Female","Warm",12.61,65,"New York - Warm"
"680",45,6.428571429,"na","NewYork","N12","SARA","19x13_NY33","Female","Warm",14.24,NA,"New York - Warm"
"681",82,11.71428571,"endexp","NewYork","N12","SARA","19x13_NY33","Female","Warm",17.23,72,"New York - Warm"
"682",25,3.571428571,"startexp","NewYork","N12","SARA","19x13_NY34","Male","Warm",9.22,58,"New York - Warm"
"683",32,4.571428571,"na","NewYork","N12","SARA","19x13_NY34","Male","Warm",11.1,64,"New York - Warm"
"684",45,6.428571429,"na","NewYork","N12","SARA","19x13_NY34","Male","Warm",12.63,NA,"New York - Warm"
"685",82,11.71428571,"endexp","NewYork","N12","SARA","19x13_NY34","Male","Warm",16.31,72,"New York - Warm"
