"","GUID","Population","Collector_ID","Sex","Generation","Line_ID","Mother_Line","Father_Line","Parental_ID","Sample_ID","Total_Length_mm","Tail_Length_mm","Hindfoot_Length_mm","Ear_Length_mm","Body_Weight_g","Body_Length_mm","Age_days","Notes"
"555","NA","Brazil","FMM517","Male","N4","255x193",255,193,NA,NA,173,84,18,14,17.4,89,"212",NA
"556","NA","Brazil","FMM522","Male","N4","222x254",254,222,NA,NA,168,78,19,14,27.9,90,"180",NA
"557","NA","Brazil","FMM527","Male","N4","254x215",254,215,NA,NA,158,72,18,14,18.5,86,"334",NA
"558","NA","Brazil","FMM528","Male","N4","222x254",254,222,NA,NA,170,82,18,15,16.9,88,"109",NA
"559","NA","Brazil","FMM536","Male","N4","221x215",221,215,NA,NA,154,73,18,12,20.5,81,"226",NA
"560","NA","Brazil","FMM554","Male","N4","222x254",254,222,NA,NA,181,89,17,13,19.9,92,"172",NA
"561","NA","Brazil","FMM556","Male","N4","224x225",224,225,NA,NA,184,90,17,12,21.2,94,"183",NA
"562","NA","Brazil","FMM575","Male","N4","263x249",263,249,NA,NA,172,90,16,10,18.2,82,"229",NA
"563","NA","Brazil","FMM595","Male","N4","255x193",255,193,NA,NA,175,87,18,15.5,16.9,88,"343",NA
"564","NA","Brazil","FMM598","Male","N4","255x193",255,193,NA,NA,178,91,18,16,17.9,87,"355",NA
"565","NA","Brazil","FMM634","Male","N4","250x247",250,247,NA,NA,164,83,16,13,12.2,81,"287",NA
"566","NA","Brazil","FMM647","Male","N4","260x220",260,220,NA,NA,177,83,17,14,29.9,94,"327",NA
"567","NA","Brazil","GPH032","Male","N4","221x215",221,215,NA,NA,170,82,17,14,16,88,"264",NA
"568","NA","New York","MJS305","Female","N4","92x91",92,91,NA,NA,166,77,17,15,24.6,89,"126",NA
"569","NA","New York","MJS309","Female","N4","34x38",34,38,NA,NA,165,82,18,15,25.7,83,"124","pregnant"
"570","NA","New York","MJS317","Female","N4","9x11",9,11,NA,NA,158,77,18,13,22.4,81,"111",NA
"571","NA","New York","MJS348","Female","N4","9x11",9,11,NA,NA,154,50,20,14,24.6,104,"171","pregnant"
"572","NA","New York","MJS351","Female","N4","66x67",66,67,NA,NA,189,87,18,14,18.3,102,"105",NA
"573","NA","New York","MJS368","Female","N4","83x80",83,80,NA,NA,178,78,18,14,18.1,100,"133","pregnant"
"574","NA","New York","MJS372","Female","N4","44x42",44,42,NA,NA,180,85,21,14,27.6,95,"156",NA
"575","NA","New York","MJS380","Female","N4","66x67",66,67,NA,NA,175,85,19,14,19.1,90,"181",NA
"576","NA","New York","MJS449","Female","N4","82x81",82,81,NA,NA,183,82,19,14,35.8,101,"325",NA
"577","NA","New York","MJS452","Female","N4","76x56",76,56,NA,NA,179,79,17,13,24.3,100,"232",NA
"578","NA","New York","MJS455","Female","N4","92x91",92,91,NA,NA,177,80,16,13,25,97,"321",NA
"579","NA","New York","MJS480","Female","N4","76x56",76,56,NA,NA,166,75,18,13,18.5,91,"216",NA
"580","NA","New York","MJS496","Female","N4","19x13",19,13,NA,NA,173,86,19,13,22.1,87,"263",NA
"581","NA","New York","MJS509","Female","N4","19x13",19,13,NA,NA,178,82,20,14,23.7,96,"335",NA
"582","NA","New York","MJS512","Female","N4","19x13",19,13,NA,NA,178,85,19,15,21.1,93,"293",NA
"583","NA","New York","MJS513","Female","N4","19x13",19,13,NA,NA,194,88,19,15,24.7,106,"340",NA
"584","NA","New York","MJS304","Male","N4","92x91",92,91,NA,NA,170,84,19,15,24.5,86,"126",NA
"585","NA","New York","MJS308","Male","N4","34x38",34,38,NA,NA,166,82,19,15,23.1,84,"124",NA
"586","NA","New York","MJS316","Male","N4","9x11",9,11,NA,NA,163,80,18,13,18.3,83,"111",NA
"587","NA","New York","MJS349","Male","N4","9x11",9,11,NA,NA,179,81,19,15,21.1,98,"171",NA
"588","NA","New York","MJS350","Male","N4","66x67",66,67,NA,NA,176,77,18,13,18.5,99,"105",NA
"589","NA","New York","MJS361","Male","N4","66x67",66,67,NA,NA,170,80,17,15,16.7,90,"161",NA
"590","NA","New York","MJS373","Male","N4","44x42",44,42,NA,NA,187,88,21,14,33.9,99,"156",NA
"591","NA","New York","MJS374","Male","N4","83x80",83,80,NA,NA,163,78,19,14,17.2,85,"133",NA
"592","NA","New York","MJS443","Male","N4","82x81",82,81,NA,NA,181,76,20,15,30,105,"311",NA
"593","NA","New York","MJS448","Male","N4","92x91",92,91,NA,NA,173,89,20,14,27.9,84,"321",NA
"594","NA","New York","MJS454","Male","N4","76x56",76,56,NA,NA,180,82,17,11,26.1,98,"232",NA
"595","NA","New York","MJS478","Male","N4","76x56",76,56,NA,NA,170,76,18,14,20.9,94,"216",NA
"596","NA","New York","MJS494","Male","N4","84x89",84,89,NA,NA,176,75,12,13,19.2,101,"208",NA
"597","NA","New York","MJS495","Male","N4","19x13",19,13,NA,NA,206.5,90,19,15,23.8,116.5,"287",NA
"598","NA","New York","MJS507","Male","N4","19x13",19,13,NA,NA,184,86,20,NA,22.4,98,"359","damaged ear"
"599","NA","New York","MJS508","Male","N4","19x13",19,13,NA,NA,164,80,20,14.5,21.2,84,"335",NA
"600","NA","New York","MJS511","Male","N4","19x13",19,13,NA,NA,184,84,19,15,24.4,100,"340",NA
