bibliographiccitation,references,basisofrecord,dynamicproperties,totallength_mm,taillength_mm,hindfootlength_mm,earlength_mm,bodyweight_g,occurrenceid,catalognumber,recordnumber,sex,lifestage,reproductivecondition,occurrenceremarks,associatedoccurrences,year,month,verbatimeventdate,continent,islandgroup,island,country,countrycode,stateprovince,verbatimelevation,decimallatitude,decimallongitude,verbatimlatitude,verbatimlongitude,scientificname,genus,subgenus,specificepithet,lengthinmm,lengthunitsinferred,massing,massunitsinferred,underivedlifestage,underivedsex
Sam Noble Oklahoma Museum of Natural History. Mammals Specimens. Record ID: urn:catalog:OMNH:Mammals:48875. Source: http://65.52.215.125/ipt/resource.do?r=mammals (source published on 2017-10-16),http://portal.vertnet.org/o/omnh/mammals?id=urn-catalog-omnh-mammals-48875,PreservedSpecimen,"{""totalLengthInmm"":""169"", ""tailLengthInmm"":""78"", ""hindfootLengthInmm"":""12"", ""earLengthInmm"":""12"", ""weightIn"":""X""}",169,78,12,12,,urn:catalog:OMNH:Mammals:48875,48875,"MLK , 275",male,,,,,1967,6,1/29/67,North America,,,United States,,Mississippi,,34.772988,-89.81186,,,Mus musculus,Mus,,musculus,169,0,,,,M
Sam Noble Oklahoma Museum of Natural History. Mammals Specimens. Record ID: urn:catalog:OMNH:Mammals:48879. Source: http://65.52.215.125/ipt/resource.do?r=mammals (source published on 2017-10-16),http://portal.vertnet.org/o/omnh/mammals?id=urn-catalog-omnh-mammals-48879,PreservedSpecimen,"{""totalLengthInmm"":""160"", ""tailLengthInmm"":""71"", ""hindfootLengthInmm"":""12"", ""earLengthInmm"":""11"", ""weightIn"":""X""}",160,71,12,11,,urn:catalog:OMNH:Mammals:48879,48879,"MLK , 264",male,,,,,1967,9,1/21/67,North America,,,United States,,Mississippi,,34.817382,-89.812032,,,Mus musculus,Mus,,musculus,160,0,,,,M
Sam Noble Oklahoma Museum of Natural History. Mammals Specimens. Record ID: urn:catalog:OMNH:Mammals:48878. Source: http://65.52.215.125/ipt/resource.do?r=mammals (source published on 2017-10-16),http://portal.vertnet.org/o/omnh/mammals?id=urn-catalog-omnh-mammals-48878,PreservedSpecimen,"{""totalLengthInmm"":""180"", ""tailLengthInmm"":""89"", ""hindfootLengthInmm"":""13"", ""earLengthInmm"":""13"", ""weightIn"":""X""}",180,89,13,13,,urn:catalog:OMNH:Mammals:48878,48878,"MLK , 265",male,,,,,1967,6,1/27/67,North America,,,United States,,Mississippi,,34.817382,-89.812032,,,Mus musculus,Mus,,musculus,180,0,,,,M
Sam Noble Oklahoma Museum of Natural History. Mammals Specimens. Record ID: urn:catalog:OMNH:Mammals:48904. Source: http://65.52.215.125/ipt/resource.do?r=mammals (source published on 2017-10-16),http://portal.vertnet.org/o/omnh/mammals?id=urn-catalog-omnh-mammals-48904,PreservedSpecimen,"{""totalLengthInmm"":""134"", ""tailLengthInmm"":""45"", ""hindfootLengthInmm"":""11"", ""earLengthInmm"":""14"", ""weightIn"":""X""}",134,45,11,14,,urn:catalog:OMNH:Mammals:48904,48904,"MLK , 224",female,,,,,1967,6,1/22/67,North America,,,United States,,Mississippi,,34.855068,-89.796943,,,Mus musculus,Mus,,musculus,134,0,,,,F
Sam Noble Oklahoma Museum of Natural History. Mammals Specimens. Record ID: urn:catalog:OMNH:Mammals:48889. Source: http://65.52.215.125/ipt/resource.do?r=mammals (source published on 2017-10-16),http://portal.vertnet.org/o/omnh/mammals?id=urn-catalog-omnh-mammals-48889,PreservedSpecimen,"{""totalLengthInmm"":""172"", ""tailLengthInmm"":""79"", ""hindfootLengthInmm"":""18"", ""earLengthInmm"":""12"", ""weightIn"":""X""}",172,79,18,12,,urn:catalog:OMNH:Mammals:48889,48889,"MLK , 441",female,,,,,1967,8,1/15/67,North America,,,United States,,Mississippi,,34.860144,-90.189708,,,Mus musculus,Mus,,musculus,172,0,,,,F
Sam Noble Oklahoma Museum of Natural History. Mammals Specimens. Record ID: urn:catalog:OMNH:Mammals:48928. Source: http://65.52.215.125/ipt/resource.do?r=mammals (source published on 2017-10-16),http://portal.vertnet.org/o/omnh/mammals?id=urn-catalog-omnh-mammals-48928,PreservedSpecimen,"{""totalLengthInmm"":""173"", ""tailLengthInmm"":""82"", ""hindfootLengthInmm"":""17"", ""earLengthInmm"":""13"", ""weightIn"":""X""}",173,82,17,13,,urn:catalog:OMNH:Mammals:48928,48928,"MLK , 443",female,,,,,1967,8,1/15/67,North America,,,United States,,Mississippi,,34.860144,-90.189708,,,Mus musculus,Mus,,musculus,173,0,,,,F
Sam Noble Oklahoma Museum of Natural History. Mammals Specimens. Record ID: urn:catalog:OMNH:Mammals:48890. Source: http://65.52.215.125/ipt/resource.do?r=mammals (source published on 2017-10-16),http://portal.vertnet.org/o/omnh/mammals?id=urn-catalog-omnh-mammals-48890,PreservedSpecimen,"{""totalLengthInmm"":""175"", ""tailLengthInmm"":""85"", ""hindfootLengthInmm"":""18"", ""earLengthInmm"":""14"", ""weightIn"":""X""}",175,85,18,14,,urn:catalog:OMNH:Mammals:48890,48890,"MLK , 442",male,,,,,1967,8,1/15/67,North America,,,United States,,Mississippi,,34.860144,-90.189708,,,Mus musculus,Mus,,musculus,175,0,,,,M
Sam Noble Oklahoma Museum of Natural History. Mammals Specimens. Record ID: urn:catalog:OMNH:Mammals:48881. Source: http://65.52.215.125/ipt/resource.do?r=mammals (source published on 2017-10-16),http://portal.vertnet.org/o/omnh/mammals?id=urn-catalog-omnh-mammals-48881,PreservedSpecimen,"{""totalLengthInmm"":""103"", ""tailLengthInmm"":""55"", ""hindfootLengthInmm"":""16"", ""earLengthInmm"":""9"", ""weightIn"":""X""}",103,55,16,9,,urn:catalog:OMNH:Mammals:48881,48881,"MLK , 422",male,,,,,1967,8,1/8/67,North America,,,United States,,Mississippi,,34.860948,-90.220522,,,Mus musculus,Mus,,musculus,103,0,,,,M
Sam Noble Oklahoma Museum of Natural History. Mammals Specimens. Record ID: urn:catalog:OMNH:Mammals:48882. Source: http://65.52.215.125/ipt/resource.do?r=mammals (source published on 2017-10-16),http://portal.vertnet.org/o/omnh/mammals?id=urn-catalog-omnh-mammals-48882,PreservedSpecimen,"{""totalLengthInmm"":""144"", ""tailLengthInmm"":""68"", ""hindfootLengthInmm"":""18"", ""earLengthInmm"":""10"", ""weightIn"":""X""}",144,68,18,10,,urn:catalog:OMNH:Mammals:48882,48882,"MLK , 423",male,,,,,1967,8,1/8/67,North America,,,United States,,Mississippi,,34.860948,-90.220522,,,Mus musculus,Mus,,musculus,144,0,,,,M
Sam Noble Oklahoma Museum of Natural History. Mammals Specimens. Record ID: urn:catalog:OMNH:Mammals:48886. Source: http://65.52.215.125/ipt/resource.do?r=mammals (source published on 2017-10-16),http://portal.vertnet.org/o/omnh/mammals?id=urn-catalog-omnh-mammals-48886,PreservedSpecimen,"{""totalLengthInmm"":""145"", ""tailLengthInmm"":""72"", ""hindfootLengthInmm"":""17"", ""earLengthInmm"":""9"", ""weightIn"":""X""}",145,72,17,9,,urn:catalog:OMNH:Mammals:48886,48886,"MLK , 428",female,,,,,1967,8,1/8/67,North America,,,United States,,Mississippi,,34.860948,-90.220522,,,Mus musculus,Mus,,musculus,145,0,,,,F
Sam Noble Oklahoma Museum of Natural History. Mammals Specimens. Record ID: urn:catalog:OMNH:Mammals:48884. Source: http://65.52.215.125/ipt/resource.do?r=mammals (source published on 2017-10-16),http://portal.vertnet.org/o/omnh/mammals?id=urn-catalog-omnh-mammals-48884,PreservedSpecimen,"{""totalLengthInmm"":""150"", ""tailLengthInmm"":""73"", ""hindfootLengthInmm"":""17"", ""earLengthInmm"":""10"", ""weightIn"":""X""}",150,73,17,10,,urn:catalog:OMNH:Mammals:48884,48884,"MLK , 425",male,,,,,1967,8,1/8/67,North America,,,United States,,Mississippi,,34.860948,-90.220522,,,Mus musculus,Mus,,musculus,150,0,,,,M
Sam Noble Oklahoma Museum of Natural History. Mammals Specimens. Record ID: urn:catalog:OMNH:Mammals:48885. Source: http://65.52.215.125/ipt/resource.do?r=mammals (source published on 2017-10-16),http://portal.vertnet.org/o/omnh/mammals?id=urn-catalog-omnh-mammals-48885,PreservedSpecimen,"{""totalLengthInmm"":""152"", ""tailLengthInmm"":""74"", ""hindfootLengthInmm"":""17"", ""earLengthInmm"":""8"", ""weightIn"":""X""}",152,74,17,8,,urn:catalog:OMNH:Mammals:48885,48885,"MLK , 427",female,,,,,1967,8,1/8/67,North America,,,United States,,Mississippi,,34.860948,-90.220522,,,Mus musculus,Mus,,musculus,152,0,,,,F
Sam Noble Oklahoma Museum of Natural History. Mammals Specimens. Record ID: urn:catalog:OMNH:Mammals:48883. Source: http://65.52.215.125/ipt/resource.do?r=mammals (source published on 2017-10-16),http://portal.vertnet.org/o/omnh/mammals?id=urn-catalog-omnh-mammals-48883,PreservedSpecimen,"{""totalLengthInmm"":""155"", ""tailLengthInmm"":""73"", ""hindfootLengthInmm"":""18"", ""earLengthInmm"":""10"", ""weightIn"":""X""}",155,73,18,10,,urn:catalog:OMNH:Mammals:48883,48883,"MLK , 424",male,,,,,1967,8,1/8/67,North America,,,United States,,Mississippi,,34.860948,-90.220522,,,Mus musculus,Mus,,musculus,155,0,,,,M
Sam Noble Oklahoma Museum of Natural History. Mammals Specimens. Record ID: urn:catalog:OMNH:Mammals:48888. Source: http://65.52.215.125/ipt/resource.do?r=mammals (source published on 2017-10-16),http://portal.vertnet.org/o/omnh/mammals?id=urn-catalog-omnh-mammals-48888,PreservedSpecimen,"{""totalLengthInmm"":""156"", ""tailLengthInmm"":""71"", ""hindfootLengthInmm"":""18"", ""earLengthInmm"":""11"", ""weightIn"":""X""}",156,71,18,11,,urn:catalog:OMNH:Mammals:48888,48888,"MLK , 575",female,,,,,1967,8,1/8/67,North America,,,United States,,Mississippi,,34.860948,-90.220522,,,Mus musculus,Mus,,musculus,156,0,,,,F
Sam Noble Oklahoma Museum of Natural History. Mammals Specimens. Record ID: urn:catalog:OMNH:Mammals:48887. Source: http://65.52.215.125/ipt/resource.do?r=mammals (source published on 2017-10-16),http://portal.vertnet.org/o/omnh/mammals?id=urn-catalog-omnh-mammals-48887,PreservedSpecimen,"{""totalLengthInmm"":""156"", ""tailLengthInmm"":""71"", ""hindfootLengthInmm"":""18"", ""earLengthInmm"":""11"", ""weightIn"":""X""}",156,71,18,11,,urn:catalog:OMNH:Mammals:48887,48887,"MLK , 430",female,,,,,1967,8,1/8/67,North America,,,United States,,Mississippi,,34.860948,-90.220522,,,Mus musculus,Mus,,musculus,156,0,,,,F
Sam Noble Oklahoma Museum of Natural History. Mammals Specimens. Record ID: urn:catalog:OMNH:Mammals:48897. Source: http://65.52.215.125/ipt/resource.do?r=mammals (source published on 2017-10-16),http://portal.vertnet.org/o/omnh/mammals?id=urn-catalog-omnh-mammals-48897,PreservedSpecimen,"{""totalLengthInmm"":""125"", ""tailLengthInmm"":""55"", ""hindfootLengthInmm"":""17"", ""earLengthInmm"":""10"", ""weightIn"":""X""}",125,55,17,10,,urn:catalog:OMNH:Mammals:48897,48897,"MLK , 458",male,,,,,1967,8,1/18/67,North America,,,United States,,Mississippi,,34.871359,-90.225362,,,Mus musculus,Mus,,musculus,125,0,,,,M
Sam Noble Oklahoma Museum of Natural History. Mammals Specimens. Record ID: urn:catalog:OMNH:Mammals:48898. Source: http://65.52.215.125/ipt/resource.do?r=mammals (source published on 2017-10-16),http://portal.vertnet.org/o/omnh/mammals?id=urn-catalog-omnh-mammals-48898,PreservedSpecimen,"{""totalLengthInmm"":""145"", ""tailLengthInmm"":""69"", ""hindfootLengthInmm"":""18"", ""earLengthInmm"":""10"", ""weightIn"":""X""}",145,69,18,10,,urn:catalog:OMNH:Mammals:48898,48898,"MLK , 459",male,,,,,1967,8,1/18/67,North America,,,United States,,Mississippi,,34.871359,-90.225362,,,Mus musculus,Mus,,musculus,145,0,,,,M
Sam Noble Oklahoma Museum of Natural History. Mammals Specimens. Record ID: urn:catalog:OMNH:Mammals:48899. Source: http://65.52.215.125/ipt/resource.do?r=mammals (source published on 2017-10-16),http://portal.vertnet.org/o/omnh/mammals?id=urn-catalog-omnh-mammals-48899,PreservedSpecimen,"{""totalLengthInmm"":""154"", ""tailLengthInmm"":""75"", ""hindfootLengthInmm"":""19"", ""earLengthInmm"":""11"", ""weightIn"":""X""}",154,75,19,11,,urn:catalog:OMNH:Mammals:48899,48899,"MLK , 460",male,,,,,1967,8,1/18/67,North America,,,United States,,Mississippi,,34.871359,-90.225362,,,Mus musculus,Mus,,musculus,154,0,,,,M
Sam Noble Oklahoma Museum of Natural History. Mammals Specimens. Record ID: urn:catalog:OMNH:Mammals:48895. Source: http://65.52.215.125/ipt/resource.do?r=mammals (source published on 2017-10-16),http://portal.vertnet.org/o/omnh/mammals?id=urn-catalog-omnh-mammals-48895,PreservedSpecimen,"{""totalLengthInmm"":""163"", ""tailLengthInmm"":""75"", ""hindfootLengthInmm"":""18"", ""earLengthInmm"":""11"", ""weightIn"":""X""}",163,75,18,11,,urn:catalog:OMNH:Mammals:48895,48895,"MLK , 456",male,,,,,1967,8,1/18/67,North America,,,United States,,Mississippi,,34.871359,-90.225362,,,Mus musculus,Mus,,musculus,163,0,,,,M
Sam Noble Oklahoma Museum of Natural History. Mammals Specimens. Record ID: urn:catalog:OMNH:Mammals:48896. Source: http://65.52.215.125/ipt/resource.do?r=mammals (source published on 2017-10-16),http://portal.vertnet.org/o/omnh/mammals?id=urn-catalog-omnh-mammals-48896,PreservedSpecimen,"{""totalLengthInmm"":""168"", ""tailLengthInmm"":""80"", ""hindfootLengthInmm"":""17"", ""earLengthInmm"":""12"", ""weightIn"":""X""}",168,80,17,12,,urn:catalog:OMNH:Mammals:48896,48896,"MLK , 457",female,,,,,1967,8,1/18/67,North America,,,United States,,Mississippi,,34.871359,-90.225362,,,Mus musculus,Mus,,musculus,168,0,,,,F
Sam Noble Oklahoma Museum of Natural History. Mammals Specimens. Record ID: urn:catalog:OMNH:Mammals:48925. Source: http://65.52.215.125/ipt/resource.do?r=mammals (source published on 2017-10-16),http://portal.vertnet.org/o/omnh/mammals?id=urn-catalog-omnh-mammals-48925,PreservedSpecimen,"{""totalLengthInmm"":""166"", ""tailLengthInmm"":""71"", ""hindfootLengthInmm"":""17"", ""earLengthInmm"":""11"", ""weightIn"":""X""}",166,71,17,11,,urn:catalog:OMNH:Mammals:48925,48925,"MLK , 446",female,,,,,1967,8,1/16/67,North America,,,United States,,Mississippi,,34.87868,-90.258907,,,Mus musculus,Mus,,musculus,166,0,,,,F
Sam Noble Oklahoma Museum of Natural History. Mammals Specimens. Record ID: urn:catalog:OMNH:Mammals:48908. Source: http://65.52.215.125/ipt/resource.do?r=mammals (source published on 2017-10-16),http://portal.vertnet.org/o/omnh/mammals?id=urn-catalog-omnh-mammals-48908,PreservedSpecimen,"{""totalLengthInmm"":""117"", ""tailLengthInmm"":""60"", ""hindfootLengthInmm"":""17"", ""earLengthInmm"":""18"", ""weightIn"":""X""}",117,60,17,18,,urn:catalog:OMNH:Mammals:48908,48908,"DWM , 3",female,,,,,1971,3,1/3/71,North America,,,United States,,Mississippi,,34.88167,-90.00861,,,Mus musculus,Mus,,musculus,117,0,,,,F
Sam Noble Oklahoma Museum of Natural History. Mammals Specimens. Record ID: urn:catalog:OMNH:Mammals:48907. Source: http://65.52.215.125/ipt/resource.do?r=mammals (source published on 2017-10-16),http://portal.vertnet.org/o/omnh/mammals?id=urn-catalog-omnh-mammals-48907,PreservedSpecimen,"{""totalLengthInmm"":""123"", ""tailLengthInmm"":""60"", ""hindfootLengthInmm"":""14"", ""earLengthInmm"":""12"", ""weightIn"":""X""}",123,60,14,12,,urn:catalog:OMNH:Mammals:48907,48907,"DWM , 2",female,,,,,1967,2,1/26/67,North America,,,United States,,Mississippi,,34.88167,-90.00861,,,Mus musculus,Mus,,musculus,123,0,,,,F
Sam Noble Oklahoma Museum of Natural History. Mammals Specimens. Record ID: urn:catalog:OMNH:Mammals:49416. Source: http://65.52.215.125/ipt/resource.do?r=mammals (source published on 2017-10-16),http://portal.vertnet.org/o/omnh/mammals?id=urn-catalog-omnh-mammals-49416,PreservedSpecimen,"{""totalLengthInmm"":""166"", ""tailLengthInmm"":""80"", ""hindfootLengthInmm"":""19"", ""earLengthInmm"":""12"", ""weightIn"":""X""}",166,80,19,12,,urn:catalog:OMNH:Mammals:49416,49416,"JKS , 11",female,,,,,1999,11,11/14/99,North America,,,United States,,Mississippi,,34.88167,-90.00861,,,Mus musculus,Mus,,musculus,166,0,,,,F
Sam Noble Oklahoma Museum of Natural History. Mammals Specimens. Record ID: urn:catalog:OMNH:Mammals:48910. Source: http://65.52.215.125/ipt/resource.do?r=mammals (source published on 2017-10-16),http://portal.vertnet.org/o/omnh/mammals?id=urn-catalog-omnh-mammals-48910,PreservedSpecimen,"{""totalLengthInmm"":""152"", ""tailLengthInmm"":""75"", ""hindfootLengthInmm"":""9"", ""earLengthInmm"":""11"", ""weightIn"":""X""}",152,75,9,11,,urn:catalog:OMNH:Mammals:48910,48910,"MLK , 131",female,,,,,1967,6,1/13/67,North America,,,United States,,Mississippi,,34.882022,-90.016765,,,Mus musculus,Mus,,musculus,152,0,,,,F
Sam Noble Oklahoma Museum of Natural History. Mammals Specimens. Record ID: urn:catalog:OMNH:Mammals:48911. Source: http://65.52.215.125/ipt/resource.do?r=mammals (source published on 2017-10-16),http://portal.vertnet.org/o/omnh/mammals?id=urn-catalog-omnh-mammals-48911,PreservedSpecimen,"{""totalLengthInmm"":""172"", ""tailLengthInmm"":""78"", ""hindfootLengthInmm"":""9"", ""earLengthInmm"":""12"", ""weightIn"":""X""}",172,78,9,12,,urn:catalog:OMNH:Mammals:48911,48911,"MLK , 138",male,,,,,1967,6,1/14/67,North America,,,United States,,Mississippi,,34.882022,-90.016765,,,Mus musculus,Mus,,musculus,172,0,,,,M
Sam Noble Oklahoma Museum of Natural History. Mammals Specimens. Record ID: urn:catalog:OMNH:Mammals:48905. Source: http://65.52.215.125/ipt/resource.do?r=mammals (source published on 2017-10-16),http://portal.vertnet.org/o/omnh/mammals?id=urn-catalog-omnh-mammals-48905,PreservedSpecimen,"{""totalLengthInmm"":""143"", ""tailLengthInmm"":""64"", ""hindfootLengthInmm"":""10"", ""earLengthInmm"":""12"", ""weightIn"":""X""}",143,64,10,12,,urn:catalog:OMNH:Mammals:48905,48905,"MLK , 269",male,,,,,1967,6,1/28/67,North America,,,United States,,Mississippi,,34.889505,-89.830674,,,Mus musculus,Mus,,musculus,143,0,,,,M
Sam Noble Oklahoma Museum of Natural History. Mammals Specimens. Record ID: urn:catalog:OMNH:Mammals:48906. Source: http://65.52.215.125/ipt/resource.do?r=mammals (source published on 2017-10-16),http://portal.vertnet.org/o/omnh/mammals?id=urn-catalog-omnh-mammals-48906,PreservedSpecimen,"{""totalLengthInmm"":""164"", ""tailLengthInmm"":""74"", ""hindfootLengthInmm"":""14"", ""earLengthInmm"":""12"", ""weightIn"":""X""}",164,74,14,12,,urn:catalog:OMNH:Mammals:48906,48906,"MLK , 405",male,,,,,1967,7,1/26/67,North America,,,United States,,Mississippi,,34.915171,-90.095926,,,Mus musculus,Mus,,musculus,164,0,,,,M
Sam Noble Oklahoma Museum of Natural History. Mammals Specimens. Record ID: urn:catalog:OMNH:Mammals:48869. Source: http://65.52.215.125/ipt/resource.do?r=mammals (source published on 2017-10-16),http://portal.vertnet.org/o/omnh/mammals?id=urn-catalog-omnh-mammals-48869,PreservedSpecimen,"{""totalLengthInmm"":""148"", ""tailLengthInmm"":""73"", ""hindfootLengthInmm"":""18"", ""earLengthInmm"":""13"", ""weightIn"":""X""}",148,73,18,13,,urn:catalog:OMNH:Mammals:48869,48869,"KLD , 2",male,,,,,1967,9,1/21/67,North America,,,United States,,Mississippi,,34.9158,-90.203654,,,Mus musculus,Mus,,musculus,148,0,,,,M
Sam Noble Oklahoma Museum of Natural History. Mammals Specimens. Record ID: urn:catalog:OMNH:Mammals:48870. Source: http://65.52.215.125/ipt/resource.do?r=mammals (source published on 2017-10-16),http://portal.vertnet.org/o/omnh/mammals?id=urn-catalog-omnh-mammals-48870,PreservedSpecimen,"{""totalLengthInmm"":""152"", ""tailLengthInmm"":""72"", ""hindfootLengthInmm"":""18"", ""earLengthInmm"":""12"", ""weightIn"":""X""}",152,72,18,12,,urn:catalog:OMNH:Mammals:48870,48870,"KLD , 1",male,,,,,1967,9,1/21/67,North America,,,United States,,Mississippi,,34.9158,-90.203654,,,Mus musculus,Mus,,musculus,152,0,,,,M
Sam Noble Oklahoma Museum of Natural History. Mammals Specimens. Record ID: urn:catalog:OMNH:Mammals:48867. Source: http://65.52.215.125/ipt/resource.do?r=mammals (source published on 2017-10-16),http://portal.vertnet.org/o/omnh/mammals?id=urn-catalog-omnh-mammals-48867,PreservedSpecimen,"{""totalLengthInmm"":""155"", ""tailLengthInmm"":""73"", ""hindfootLengthInmm"":""15"", ""earLengthInmm"":""11"", ""weightIn"":""X""}",155,73,15,11,,urn:catalog:OMNH:Mammals:48867,48867,"JHL , 752",male,,,,,1967,9,1/21/67,North America,,,United States,,Mississippi,,34.9158,-90.203654,,,Mus musculus,Mus,,musculus,155,0,,,,M
Sam Noble Oklahoma Museum of Natural History. Mammals Specimens. Record ID: urn:catalog:OMNH:Mammals:48865. Source: http://65.52.215.125/ipt/resource.do?r=mammals (source published on 2017-10-16),http://portal.vertnet.org/o/omnh/mammals?id=urn-catalog-omnh-mammals-48865,PreservedSpecimen,"{""totalLengthInmm"":""168"", ""tailLengthInmm"":""78"", ""hindfootLengthInmm"":""16"", ""earLengthInmm"":""12"", ""weightIn"":""X""}",168,78,16,12,,urn:catalog:OMNH:Mammals:48865,48865,"JHL , 751",female,,,,,1967,9,1/21/67,North America,,,United States,,Mississippi,,34.9158,-90.203654,,,Mus musculus,Mus,,musculus,168,0,,,,F
Sam Noble Oklahoma Museum of Natural History. Mammals Specimens. Record ID: urn:catalog:OMNH:Mammals:48866. Source: http://65.52.215.125/ipt/resource.do?r=mammals (source published on 2017-10-16),http://portal.vertnet.org/o/omnh/mammals?id=urn-catalog-omnh-mammals-48866,PreservedSpecimen,"{""totalLengthInmm"":""180"", ""tailLengthInmm"":""83"", ""hindfootLengthInmm"":""14"", ""earLengthInmm"":""14"", ""weightIn"":""X""}",180,83,14,14,,urn:catalog:OMNH:Mammals:48866,48866,"JHL , 750",female,,,,,1967,9,1/21/67,North America,,,United States,,Mississippi,,34.9158,-90.203654,,,Mus musculus,Mus,,musculus,180,0,,,,F
Sam Noble Oklahoma Museum of Natural History. Mammals Specimens. Record ID: urn:catalog:OMNH:Mammals:48926. Source: http://65.52.215.125/ipt/resource.do?r=mammals (source published on 2017-10-16),http://portal.vertnet.org/o/omnh/mammals?id=urn-catalog-omnh-mammals-48926,PreservedSpecimen,"{""totalLengthInmm"":""141"", ""tailLengthInmm"":""79"", ""hindfootLengthInmm"":""18"", ""earLengthInmm"":""11"", ""weightIn"":""X""}",141,79,18,11,,urn:catalog:OMNH:Mammals:48926,48926,"JTG , 1",male,,,,,1967,11,11/27/67,North America,,,United States,,Mississippi,,34.945933,-89.901485,,,Mus musculus,Mus,,musculus,141,0,,,,M
Sam Noble Oklahoma Museum of Natural History. Mammals Specimens. Record ID: urn:catalog:OMNH:Mammals:48927. Source: http://65.52.215.125/ipt/resource.do?r=mammals (source published on 2017-10-16),http://portal.vertnet.org/o/omnh/mammals?id=urn-catalog-omnh-mammals-48927,PreservedSpecimen,"{""totalLengthInmm"":""145"", ""tailLengthInmm"":""66"", ""hindfootLengthInmm"":""15"", ""earLengthInmm"":""12"", ""weightIn"":""X""}",145,66,15,12,,urn:catalog:OMNH:Mammals:48927,48927,"JTG , 3",female,,,,,1967,11,11/27/67,North America,,,United States,,Mississippi,,34.945933,-89.901485,,,Mus musculus,Mus,,musculus,145,0,,,,F
Sam Noble Oklahoma Museum of Natural History. Mammals Specimens. Record ID: urn:catalog:OMNH:Mammals:48950. Source: http://65.52.215.125/ipt/resource.do?r=mammals (source published on 2017-10-16),http://portal.vertnet.org/o/omnh/mammals?id=urn-catalog-omnh-mammals-48950,PreservedSpecimen,"{""totalLengthInmm"":""161"", ""tailLengthInmm"":""73"", ""hindfootLengthInmm"":""12"", ""earLengthInmm"":""11"", ""weightIn"":""X""}",161,73,12,11,,urn:catalog:OMNH:Mammals:48950,48950,"MLK , 477",female,,,,,1967,8,1/25/67,North America,,,United States,,Mississippi,,34.957441,-90.195515,,,Mus musculus,Mus,,musculus,161,0,,,,F
Sam Noble Oklahoma Museum of Natural History. Mammals Specimens. Record ID: urn:catalog:OMNH:Mammals:48931. Source: http://65.52.215.125/ipt/resource.do?r=mammals (source published on 2017-10-16),http://portal.vertnet.org/o/omnh/mammals?id=urn-catalog-omnh-mammals-48931,PreservedSpecimen,"{""totalLengthInmm"":""151"", ""tailLengthInmm"":""71"", ""hindfootLengthInmm"":""8"", ""earLengthInmm"":""9"", ""weightIn"":""X""}",151,71,8,9,,urn:catalog:OMNH:Mammals:48931,48931,"MLK , 205",female,,,,,1967,6,1/18/67,North America,,,United States,,Mississippi,,34.964844,-89.954521,,,Mus musculus,Mus,,musculus,151,0,,,,F
Sam Noble Oklahoma Museum of Natural History. Mammals Specimens. Record ID: urn:catalog:OMNH:Mammals:48932. Source: http://65.52.215.125/ipt/resource.do?r=mammals (source published on 2017-10-16),http://portal.vertnet.org/o/omnh/mammals?id=urn-catalog-omnh-mammals-48932,PreservedSpecimen,"{""totalLengthInmm"":""165"", ""tailLengthInmm"":""71"", ""hindfootLengthInmm"":""10"", ""earLengthInmm"":""10"", ""weightIn"":""X""}",165,71,10,10,,urn:catalog:OMNH:Mammals:48932,48932,"MLK , 209",male,,,,,1967,6,1/18/67,North America,,,United States,,Mississippi,,34.964844,-89.954521,,,Mus musculus,Mus,,musculus,165,0,,,,M
Sam Noble Oklahoma Museum of Natural History. Mammals Specimens. Record ID: urn:catalog:OMNH:Mammals:8557. Source: http://65.52.215.125/ipt/resource.do?r=mammals (source published on 2017-10-16),http://portal.vertnet.org/o/omnh/mammals?id=urn-catalog-omnh-mammals-8557,PreservedSpecimen,"{""totalLengthInmm"":""133"", ""tailLengthInmm"":""62"", ""hindfootLengthInmm"":""19"", ""earLengthInmm"":""11"", ""weightIn"":""X""}",133,62,19,11,,urn:catalog:OMNH:Mammals:8557,8557,"MLK , 618",male,,,,,1969,2,1/14/69,North America,,,United States,,Mississippi,,34.984904,-89.597279,,,Mus musculus,Mus,,musculus,133,0,,,,M
Sam Noble Oklahoma Museum of Natural History. Mammals Specimens. Record ID: urn:catalog:OMNH:Mammals:8558. Source: http://65.52.215.125/ipt/resource.do?r=mammals (source published on 2017-10-16),http://portal.vertnet.org/o/omnh/mammals?id=urn-catalog-omnh-mammals-8558,PreservedSpecimen,"{""totalLengthInmm"":""141"", ""tailLengthInmm"":""65"", ""hindfootLengthInmm"":""18"", ""earLengthInmm"":""10"", ""weightIn"":""X""}",141,65,18,10,,urn:catalog:OMNH:Mammals:8558,8558,"MLK , 619",male,,,,,1969,2,1/14/69,North America,,,United States,,Mississippi,,34.984904,-89.597279,,,Mus musculus,Mus,,musculus,141,0,,,,M
